"","region","city","n","lat","long"
"200","NJ","Parsippanytroyhills",1,NA,NA
"201","NJ","Pointpleasant",1,NA,NA
"202","NJ","Riogrande",1,NA,NA
"203","NJ","Tintonfalls",1,NA,NA
"204","NJ","Tomsriver",2,NA,NA
"205","NJ","Woodbridgetownship",1,NA,NA
"206","NJ","Woodlandpark",1,NA,NA
"207","NM","Lascruces",1,NA,NA
"208","NM","Santafe",1,NA,NA
"209","NY","Cliftonpark",1,NA,NA
"210","NY","Collegepoint",1,NA,NA
"211","NY","Eastmeadow",1,NA,NA
"212","NY","Huntingtonstation",1,NA,NA
"213","NY","Johnsoncity",1,NA,NA
"214","NY","Newhartford",1,NA,NA
"215","NY","Newyork",3,NA,NA
"216","NY","Niagarafalls",1,NA,NA
"217","NY","Northbabylon",1,NA,NA
"218","NY","Northsyracuse",1,NA,NA
"219","NY","Orchardpark",1,NA,NA
"220","NY","Saratogasprings",1,NA,NA
"221","NY","Statenisland",1,NA,NA
"222","NY","Thebronx",2,NA,NA
"223","NY","Valleystream",1,NA,NA
"224","NY","Whiteplains",1,NA,NA
"225","NY","Yorktownheights",1,NA,NA
"226","NC","Fuquayvarina",1,NA,NA
"227","NC","Newbern",1,NA,NA
"228","NC","Winstonsalem",2,NA,NA
"229","ND","Grandforks",1,NA,NA
"230","OH","Middleburgheights",1,NA,NA
"231","OH","Newphiladelphia",1,NA,NA
"232","OH","Northcanton",1,NA,NA
"233","OH","Northolmsted",1,NA,NA
"234","OH","Rockyriver",1,NA,NA
"235","OH","Saintclairsville",1,NA,NA
"236","OH","Upperarlington",2,NA,NA
"237","OK","Delcity",1,NA,NA
"238","OK","Midwestcity",1,NA,NA
"239","OK","Oklahomacity",5,NA,NA
"240","OR","Grantspass",1,NA,NA
"241","PA","Bethelpark",1,NA,NA
"242","PA","Camphill",1,NA,NA
"243","PA","Cranberrytwp",1,NA,NA
"244","PA","Dicksoncity",2,NA,NA
"245","PA","Fairlesshills",1,NA,NA
"246","PA","Glenmills",1,NA,NA
"247","PA","Newcastle",1,NA,NA
"248","PA","Northwales",1,NA,NA
"249","PA","Plymouthmeeting",1,NA,NA
"250","PA","Statecollege",1,NA,NA
"251","PA","Westmifflin",1,NA,NA
"252","PA","Wilkesbarretownship",1,NA,NA
"253","PA","Willowgrove",1,NA,NA
"254","RI","Northkingstown",1,NA,NA
"255","SC","Myrtlebeach",1,NA,NA
"256","SC","Northcharleston",1,NA,NA
"257","SC","Rockhill",2,NA,NA
"258","SD","Rapidcity",1,NA,NA
"259","SD","Siouxfalls",1,NA,NA
"260","TN","Johnsoncity",1,NA,NA
"261","TX","Caddomills",1,NA,NA
"262","TX","Cedarhill",2,NA,NA
"263","TX","Cedarpark",1,NA,NA
"264","TX","Collegestation",1,NA,NA
"265","TX","Copperascove",1,NA,NA
"266","TX","Corpuschristi",2,NA,NA
"267","TX","Eaglepass",1,NA,NA
"268","TX","Fortworth",4,NA,NA
"269","TX","Grandprairie",1,NA,NA
"270","TX","Highlandvillage",1,NA,NA
"271","TX","Lakejackson",1,NA,NA
"272","TX","Lakeworth",1,NA,NA
"273","TX","Newbraunfels",1,NA,NA
"274","TX","Oakridgenorth",1,NA,NA
"275","TX","Portarthur",1,NA,NA
"276","TX","Roundrock",1,NA,NA
"277","TX","Sanangelo",1,NA,NA
"278","TX","Sanmarcos",1,NA,NA
"279","TX","Texascity",1,NA,NA
"280","TX","Universalcity",1,NA,NA
"281","TX","Wichitafalls",1,NA,NA
"282","UT","Americanfork",1,NA,NA
"283","UT","Saltlakecity",2,NA,NA
"284","UT","Spanishfork",1,NA,NA
"285","UT","Westjordan",1,NA,NA
"286","UT","Westvalleycity",1,NA,NA
"287","VT","Southburlington",1,NA,NA
"288","VA","Cavespring",1,NA,NA
"289","VA","Colonialheights",1,NA,NA
"290","VA","Fallschurch",1,NA,NA
"291","VA","Newportnews",2,NA,NA
"292","VA","Sevencorners",1,NA,NA
"293","VA","Virginiabeach",2,NA,NA
"294","WA","Eastwenatchee",1,NA,NA
"295","WA","Federalway",1,NA,NA
"296","WA","Moseslake",1,NA,NA
"297","WA","Portangeles",1,NA,NA
"298","WA","Spokanevalley",1,NA,NA
"299","WA","Uniongap",1,NA,NA
"300","WI","Beaverdam",1,NA,NA
"301","WI","Fonddulac",1,NA,NA
"302","WI","Greenbay",1,NA,NA
"303","WI","Stevenspoint",1,NA,NA
"304","WI","Sheboyganfalls",1,NA,NA
"305","WI","Westbend",1,NA,NA
"306","WI","Wisconsinrapids",1,NA,NA
"307","WY","Rocksprings",1,NA,NA
"308","AB","Fortmcmurray",1,NA,NA
"309","AB","Grandeprairie",1,NA,NA
"310","AB","Medicinehat",1,NA,NA
"311","AB","Reddeer",1,NA,NA
"312","AB","Sherwoodpark",1,NA,NA
"313","BC","Langleytownship",1,NA,NA
"314","BC","Northvancouver",1,NA,NA
"315","NB","Saintjohn",1,NA,NA
"316","NL","Cornerbrook",1,NA,NA
"317","NL","Stjohns",1,NA,NA
"318","NS","Sydneyriver",1,NA,NA
"319","ON","Greatersudbury",1,NA,NA
"320","ON","Kawarthalakes",1,NA,NA
"321","ON","Niagarafalls",1,NA,NA
"322","ON","Northbay",1,NA,NA
"323","ON","Saultstemarie",1,NA,NA
"324","ON","Stcatharines",2,NA,NA
"325","ON","Thunderbay",1,NA,NA
"326","QC","Pointeclaire",1,NA,NA
"327","QC","Quebeccity",1,NA,NA
