Created Date,Descriptor,City,Latitude,Longitude,Location
10/30/2015 11:54:29 PM,Loud Music/Party,ASTORIA,40.774356303269954,-73.9081891153393,POINT (-73.9081891153393 40.774356303269954)
10/31/2015 02:33:56 AM,Loud Music/Party,ASTORIA,40.76002204262196,-73.91371728156832,POINT (-73.91371728156832 40.76002204262196)
10/30/2015 12:13:39 AM,Loud Music/Party,ASTORIA,40.763507374196955,-73.90949641184787,POINT (-73.90949641184787 40.763507374196955)
10/31/2015 10:41:04 PM,Loud Music/Party,ASTORIA,40.76001898994178,-73.9170346029636,POINT (-73.9170346029636 40.76001898994178)
10/31/2015 11:12:36 PM,Loud Music/Party,ASTORIA,40.76533381443027,-73.92659806906576,POINT (-73.92659806906576 40.76533381443027)
11/01/2015 01:52:21 AM,Loud Music/Party,ASTORIA,40.772947206558115,-73.91770447330192,POINT (-73.91770447330192 40.772947206558115)
10/31/2015 10:59:22 PM,Loud Music/Party,ASTORIA,40.760165944975675,-73.9191208330344,POINT (-73.9191208330344 40.760165944975675)
10/30/2015 12:44:58 AM,Loud Music/Party,ASTORIA,40.770514255765825,-73.90893090764436,POINT (-73.90893090764436 40.770514255765825)
11/01/2015 01:51:20 AM,Loud Music/Party,ASTORIA,40.77243048783328,-73.92060785417043,POINT (-73.92060785417043 40.77243048783328)
11/01/2015 12:03:59 AM,Loud Music/Party,ASTORIA,40.76435416087884,-73.91130384041323,POINT (-73.91130384041323 40.76435416087884)
10/31/2015 07:42:03 PM,Loud Music/Party,ASTORIA,40.76961647520738,-73.93249967382722,POINT (-73.93249967382722 40.76961647520738)
10/31/2015 07:29:06 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
10/30/2015 10:07:46 PM,Loud Music/Party,ASTORIA,40.76098958340112,-73.93221602635003,POINT (-73.93221602635003 40.76098958340112)
11/01/2015 01:51:01 AM,Loud Music/Party,ASTORIA,40.77254592831006,-73.91694317851345,POINT (-73.91694317851345 40.77254592831006)
11/01/2015 01:44:53 AM,Loud Music/Party,ASTORIA,40.77243048783328,-73.92060785417043,POINT (-73.92060785417043 40.77243048783328)
10/31/2015 11:28:10 PM,Loud Music/Party,ASTORIA,40.76155903484059,-73.91004413710372,POINT (-73.91004413710372 40.76155903484059)
10/31/2015 07:14:27 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
11/01/2015 01:50:25 AM,Loud Music/Party,ASTORIA,40.76577061799912,-73.91898767632166,POINT (-73.91898767632166 40.76577061799912)
10/31/2015 07:09:15 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
11/01/2015 12:38:00 AM,Loud Music/Party,ASTORIA,40.75963712203208,-73.9334122074744,POINT (-73.9334122074744 40.75963712203208)
10/31/2015 07:01:40 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
10/30/2015 10:16:21 PM,Loud Music/Party,ASTORIA,40.775420014613275,-73.92547490569424,POINT (-73.92547490569424 40.775420014613275)
11/01/2015 01:43:41 AM,Loud Music/Party,ASTORIA,40.76577061799912,-73.91898767632166,POINT (-73.91898767632166 40.76577061799912)
10/31/2015 06:57:51 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
10/31/2015 06:54:56 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
10/29/2015 10:47:11 PM,Loud Music/Party,ASTORIA,40.7732956167602,-73.90667419984779,POINT (-73.90667419984779 40.7732956167602)
10/31/2015 06:52:06 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
10/31/2015 01:02:16 AM,Loud Music/Party,ASTORIA,40.77651517839583,-73.9213648202758,POINT (-73.9213648202758 40.77651517839583)
10/31/2015 06:45:09 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
10/31/2015 10:47:03 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
10/31/2015 02:08:15 AM,Loud Music/Party,ASTORIA,40.76193294264724,-73.91084500934117,POINT (-73.91084500934117 40.76193294264724)
11/01/2015 01:08:13 AM,Loud Music/Party,ASTORIA,40.76341747705535,-73.91396557504159,POINT (-73.91396557504159 40.76341747705535)
10/31/2015 11:23:51 PM,Loud Music/Party,ASTORIA,40.75963712203208,-73.9334122074744,POINT (-73.9334122074744 40.75963712203208)
11/01/2015 01:25:41 AM,Loud Music/Party,ASTORIA,40.771371247451334,-73.92094126625138,POINT (-73.92094126625138 40.771371247451334)
10/31/2015 11:14:12 PM,Loud Music/Party,ASTORIA,40.77222636739444,-73.908166779217,POINT (-73.908166779217 40.77222636739444)
10/31/2015 10:43:20 PM,Loud Music/Party,ASTORIA,40.77049163443437,-73.93179839432239,POINT (-73.93179839432239 40.77049163443437)
11/01/2015 12:08:48 AM,Loud Music/Party,BAYSIDE,40.76520053662956,-73.77078028557115,POINT (-73.77078028557115 40.76520053662956)
10/31/2015 12:16:21 AM,Loud Music/Party,BAYSIDE,40.764949863366944,-73.77170891348698,POINT (-73.77170891348698 40.764949863366944)
11/01/2015 01:22:16 AM,Loud Music/Party,BRONX,40.86526514679123,-73.89639665771692,POINT (-73.89639665771692 40.86526514679123)
10/31/2015 02:26:39 AM,Loud Music/Party,BRONX,40.8608090157707,-73.85878046485077,POINT (-73.85878046485077 40.8608090157707)
10/31/2015 02:20:37 AM,Loud Music/Party,BRONX,40.82833616789245,-73.87528679661922,POINT (-73.87528679661922 40.82833616789245)
10/31/2015 02:20:21 AM,Loud Music/Party,BRONX,40.889458535996,-73.89827220400643,POINT (-73.89827220400643 40.889458535996)
11/01/2015 01:20:04 AM,Loud Music/Party,BRONX,40.89060691355313,-73.86228332460803,POINT (-73.86228332460803 40.89060691355313)
10/31/2015 02:18:02 AM,Loud Music/Party,BRONX,40.83664740111034,-73.91110988671132,POINT (-73.91110988671132 40.83664740111034)
11/01/2015 04:24:40 AM,Loud Music/Party,BRONX,40.83150887896173,-73.82817776329044,POINT (-73.82817776329044 40.83150887896173)
11/01/2015 01:19:39 AM,Loud Music/Party,BRONX,40.82911393270099,-73.91964047047992,POINT (-73.91964047047992 40.82911393270099)
11/01/2015 01:18:58 AM,Loud Music/Party,BRONX,40.83481492189523,-73.92829938385677,POINT (-73.92829938385677 40.83481492189523)
11/01/2015 01:18:07 AM,Loud Music/Party,BRONX,40.880495356921585,-73.90589088156578,POINT (-73.90589088156578 40.880495356921585)
10/31/2015 02:03:32 AM,Loud Music/Party,BRONX,40.88630377578706,-73.84536672069748,POINT (-73.84536672069748 40.88630377578706)
10/31/2015 02:03:11 AM,Loud Music/Party,BRONX,40.85548755755596,-73.88661554775979,POINT (-73.88661554775979 40.85548755755596)
11/01/2015 01:17:24 AM,Loud Music/Party,BRONX,40.88188601101615,-73.86373345317423,POINT (-73.86373345317423 40.88188601101615)
10/31/2015 01:58:59 AM,Loud Music/Party,BRONX,40.84775093956182,-73.88456126091586,POINT (-73.88456126091586 40.84775093956182)
10/31/2015 01:55:40 AM,Loud Music/Party,BRONX,40.84592922366898,-73.91009630432157,POINT (-73.91009630432157 40.84592922366898)
10/30/2015 11:29:21 PM,Loud Music/Party,BRONX,40.83600286681844,-73.8661258258266,POINT (-73.8661258258266 40.83600286681844)
10/31/2015 01:49:24 AM,Loud Music/Party,BRONX,40.8498385459911,-73.88901802841228,POINT (-73.88901802841228 40.8498385459911)
10/29/2015 07:13:56 PM,Loud Music/Party,BRONX,40.84345572380287,-73.92470475387987,POINT (-73.92470475387987 40.84345572380287)
10/31/2015 01:41:56 AM,Loud Music/Party,BRONX,40.857988218584566,-73.90512380963418,POINT (-73.90512380963418 40.857988218584566)
10/31/2015 01:32:41 AM,Loud Music/Party,BRONX,40.85974767332586,-73.90196168759499,POINT (-73.90196168759499 40.85974767332586)
11/01/2015 01:14:55 AM,Loud Music/Party,BRONX,40.85420847670238,-73.90816203150835,POINT (-73.90816203150835 40.85420847670238)
10/29/2015 11:26:42 PM,Loud Music/Party,BRONX,40.8716185894895,-73.9053646962816,POINT (-73.9053646962816 40.8716185894895)
10/30/2015 11:33:40 PM,Loud Music/Party,BRONX,40.871903923448215,-73.89876188005194,POINT (-73.89876188005194 40.871903923448215)
10/31/2015 01:31:27 AM,Loud Music/Party,BRONX,40.84059136898749,-73.92225765299706,POINT (-73.92225765299706 40.84059136898749)
10/29/2015 11:28:24 PM,Loud Music/Party,BRONX,40.806320932699876,-73.91843983606847,POINT (-73.91843983606847 40.806320932699876)
10/31/2015 01:29:08 AM,Loud Music/Party,BRONX,40.85268426685802,-73.91789138105312,POINT (-73.91789138105312 40.85268426685802)
10/31/2015 01:27:44 AM,Loud Music/Party,BRONX,40.84220908371895,-73.91228428654,POINT (-73.91228428654 40.84220908371895)
10/31/2015 01:24:49 AM,Loud Music/Party,BRONX,40.83757554812452,-73.88939626268355,POINT (-73.88939626268355 40.83757554812452)
10/31/2015 01:21:15 AM,Loud Music/Party,BRONX,40.838481678201575,-73.92801354310389,POINT (-73.92801354310389 40.838481678201575)
10/31/2015 01:17:18 AM,Loud Music/Party,BRONX,40.85932226653669,-73.86177330622242,POINT (-73.86177330622242 40.85932226653669)
10/31/2015 01:06:28 AM,Loud Music/Party,BRONX,40.884530450191924,-73.90305709447236,POINT (-73.90305709447236 40.884530450191924)
11/01/2015 01:13:26 AM,Loud Music/Party,BRONX,40.871489932698715,-73.86918924081932,POINT (-73.86918924081932 40.871489932698715)
10/30/2015 11:36:43 PM,Loud Music/Party,BRONX,40.82726341845739,-73.90122906575799,POINT (-73.90122906575799 40.82726341845739)
10/31/2015 01:01:43 AM,Loud Music/Party,BRONX,40.883295237319686,-73.87962463787424,POINT (-73.87962463787424 40.883295237319686)
11/01/2015 01:12:35 AM,Loud Music/Party,BRONX,40.88869939945838,-73.83318735252712,POINT (-73.83318735252712 40.88869939945838)
10/31/2015 12:57:54 AM,Loud Music/Party,BRONX,40.8498385459911,-73.88901802841228,POINT (-73.88901802841228 40.8498385459911)
10/31/2015 12:48:51 AM,Loud Music/Party,BRONX,40.872514269918,-73.89993608937225,POINT (-73.89993608937225 40.872514269918)
10/31/2015 12:44:10 AM,Loud Music/Party,BRONX,40.81217099154582,-73.91608090876606,POINT (-73.91608090876606 40.81217099154582)
10/30/2015 11:38:12 PM,Loud Music/Party,BRONX,40.85291783269889,-73.88873455494591,POINT (-73.88873455494591 40.85291783269889)
10/31/2015 12:43:33 AM,Loud Music/Party,BRONX,40.83543758736151,-73.88674367644097,POINT (-73.88674367644097 40.83543758736151)
10/31/2015 12:43:20 AM,Loud Music/Party,BRONX,40.81560885265733,-73.90725070184727,POINT (-73.90725070184727 40.81560885265733)
11/01/2015 07:24:02 AM,Loud Music/Party,BRONX,40.82724243354069,-73.87405669347525,POINT (-73.87405669347525 40.82724243354069)
10/31/2015 12:18:50 AM,Loud Music/Party,BRONX,40.8876090409491,-73.90521896753835,POINT (-73.90521896753835 40.8876090409491)
10/31/2015 12:17:53 AM,Loud Music/Party,BRONX,40.85816684723895,-73.89583654024119,POINT (-73.89583654024119 40.85816684723895)
10/31/2015 12:16:39 AM,Loud Music/Party,BRONX,40.875145400143914,-73.91215405363715,POINT (-73.91215405363715 40.875145400143914)
10/29/2015 11:37:12 PM,Loud Music/Party,BRONX,40.86943289077852,-73.89182360620734,POINT (-73.89182360620734 40.86943289077852)
11/01/2015 04:18:57 AM,Loud Music/Party,BRONX,40.84971553715756,-73.88395060319702,POINT (-73.88395060319702 40.84971553715756)
10/31/2015 12:09:40 AM,Loud Music/Party,BRONX,40.811534481394744,-73.9164465735752,POINT (-73.9164465735752 40.811534481394744)
10/31/2015 12:05:33 AM,Loud Music/Party,BRONX,40.842799703385495,-73.84700749485361,POINT (-73.84700749485361 40.842799703385495)
10/30/2015 11:43:13 PM,Loud Music/Party,BRONX,40.806036145259405,-73.92765851614293,POINT (-73.92765851614293 40.806036145259405)
10/31/2015 12:03:03 AM,Loud Music/Party,BRONX,40.83132002393685,-73.92269127388171,POINT (-73.92269127388171 40.83132002393685)
10/30/2015 11:44:31 PM,Loud Music/Party,BRONX,40.85175474336876,-73.88942690502574,POINT (-73.88942690502574 40.85175474336876)
10/31/2015 12:02:59 AM,Loud Music/Party,BRONX,40.845490887693174,-73.88897468117077,POINT (-73.88897468117077 40.845490887693174)
10/31/2015 12:00:56 AM,Loud Music/Party,BRONX,40.831318181563496,-73.85090764847428,POINT (-73.85090764847428 40.831318181563496)
10/31/2015 12:00:44 AM,Loud Music/Party,BRONX,40.88056129657708,-73.8669184687813,POINT (-73.8669184687813 40.88056129657708)
11/01/2015 01:10:37 AM,Loud Music/Party,BRONX,40.871489932698715,-73.86918924081932,POINT (-73.86918924081932 40.871489932698715)
11/01/2015 01:09:00 AM,Loud Music/Party,BRONX,40.82317133408339,-73.92748813652445,POINT (-73.92748813652445 40.82317133408339)
11/01/2015 04:11:18 AM,Loud Music/Party,BRONX,40.86344733086913,-73.90172846851881,POINT (-73.90172846851881 40.86344733086913)
11/01/2015 01:08:45 AM,Loud Music/Party,BRONX,40.862036228508224,-73.86361866995543,POINT (-73.86361866995543 40.862036228508224)
10/30/2015 11:59:48 PM,Loud Music/Party,BRONX,40.85291783269889,-73.88873455494591,POINT (-73.88873455494591 40.85291783269889)
10/30/2015 11:58:11 PM,Loud Music/Party,BRONX,40.8870811655748,-73.90413473921903,POINT (-73.90413473921903 40.8870811655748)
10/30/2015 11:57:13 PM,Loud Music/Party,BRONX,40.8475546438764,-73.92218445465508,POINT (-73.92218445465508 40.8475546438764)
10/30/2015 11:49:29 PM,Loud Music/Party,BRONX,40.88717203696901,-73.90449265237622,POINT (-73.90449265237622 40.88717203696901)
10/30/2015 11:50:44 PM,Loud Music/Party,BRONX,40.85175474336876,-73.88942690502574,POINT (-73.88942690502574 40.85175474336876)
10/29/2015 11:44:28 PM,Loud Music/Party,BRONX,40.84709971538804,-73.89837312796404,POINT (-73.89837312796404 40.84709971538804)
11/01/2015 01:07:12 AM,Loud Music/Party,BRONX,40.871489932698715,-73.86918924081932,POINT (-73.86918924081932 40.871489932698715)
10/29/2015 11:45:21 PM,Loud Music/Party,BRONX,40.83699156288199,-73.90896639607429,POINT (-73.90896639607429 40.83699156288199)
11/01/2015 03:58:29 AM,Loud Music/Party,BRONX,40.8495735879372,-73.90589487025949,POINT (-73.90589487025949 40.8495735879372)
11/01/2015 01:05:52 AM,Loud Music/Party,BRONX,40.87921683879617,-73.86261067632923,POINT (-73.86261067632923 40.87921683879617)
11/01/2015 03:48:02 AM,Loud Music/Party,BRONX,40.863071760185974,-73.85969033077761,POINT (-73.85969033077761 40.863071760185974)
11/01/2015 01:05:29 AM,Loud Music/Party,BRONX,40.85950396818414,-73.89943870450182,POINT (-73.89943870450182 40.85950396818414)
11/01/2015 06:20:35 AM,Loud Music/Party,BRONX,40.81641082880272,-73.90789626862998,POINT (-73.90789626862998 40.81641082880272)
11/01/2015 01:04:47 AM,Loud Music/Party,BRONX,40.87258237734268,-73.87671883675628,POINT (-73.87671883675628 40.87258237734268)
11/01/2015 03:39:25 AM,Loud Music/Party,BRONX,40.83529860978601,-73.9169479561047,POINT (-73.9169479561047 40.83529860978601)
11/01/2015 03:39:16 AM,Loud Music/Party,BRONX,40.83457897653522,-73.87910928385111,POINT (-73.87910928385111 40.83457897653522)
11/01/2015 06:11:54 AM,Loud Music/Party,BRONX,40.85874564827409,-73.90499258688114,POINT (-73.90499258688114 40.85874564827409)
11/01/2015 01:03:46 AM,Loud Music/Party,BRONX,40.84674341026662,-73.78629069638615,POINT (-73.78629069638615 40.84674341026662)
10/29/2015 11:58:48 PM,Loud Music/Party,BRONX,40.871489932698715,-73.86918924081932,POINT (-73.86918924081932 40.871489932698715)
11/01/2015 03:37:18 AM,Loud Music/Party,BRONX,40.8495735879372,-73.90589487025949,POINT (-73.90589487025949 40.8495735879372)
11/01/2015 01:03:27 AM,Loud Music/Party,BRONX,40.86627002566716,-73.86254342234906,POINT (-73.86254342234906 40.86627002566716)
11/01/2015 03:30:25 AM,Loud Music/Party,BRONX,40.837882155627035,-73.83382795024903,POINT (-73.83382795024903 40.837882155627035)
10/30/2015 12:02:10 AM,Loud Music/Party,BRONX,40.85731484270156,-73.88591835540416,POINT (-73.88591835540416 40.85731484270156)
10/30/2015 12:03:52 AM,Loud Music/Party,BRONX,40.871489932698715,-73.86918924081932,POINT (-73.86918924081932 40.871489932698715)
10/29/2015 09:20:18 PM,Loud Music/Party,BRONX,40.8702178131848,-73.84795318904345,POINT (-73.84795318904345 40.8702178131848)
11/01/2015 01:02:25 AM,Loud Music/Party,BRONX,40.855231432410335,-73.91422998734157,POINT (-73.91422998734157 40.855231432410335)
11/01/2015 01:02:14 AM,Loud Music/Party,BRONX,40.84772509717157,-73.83033347216977,POINT (-73.83033347216977 40.84772509717157)
11/01/2015 01:00:24 AM,Loud Music/Party,BRONX,40.85154419194268,-73.86679579232892,POINT (-73.86679579232892 40.85154419194268)
11/01/2015 03:27:51 AM,Loud Music/Party,BRONX,40.855244014658695,-73.89313719317067,POINT (-73.89313719317067 40.855244014658695)
10/30/2015 12:12:45 AM,Loud Music/Party,BRONX,40.834349134963475,-73.91722017154473,POINT (-73.91722017154473 40.834349134963475)
11/01/2015 12:57:13 AM,Loud Music/Party,BRONX,40.81308218378577,-73.88707795123463,POINT (-73.88707795123463 40.81308218378577)
11/01/2015 12:57:01 AM,Loud Music/Party,BRONX,40.8292239699311,-73.91999806989168,POINT (-73.91999806989168 40.8292239699311)
10/30/2015 12:17:38 AM,Loud Music/Party,BRONX,40.8841324677473,-73.90305405836386,POINT (-73.90305405836386 40.8841324677473)
10/30/2015 12:19:28 AM,Loud Music/Party,BRONX,40.87241005370677,-73.87988298692268,POINT (-73.87988298692268 40.87241005370677)
11/01/2015 12:54:46 AM,Loud Music/Party,BRONX,40.827265902564314,-73.88887862355332,POINT (-73.88887862355332 40.827265902564314)
10/30/2015 12:25:02 AM,Loud Music/Party,BRONX,40.877725742265234,-73.84885450847653,POINT (-73.84885450847653 40.877725742265234)
11/01/2015 12:53:10 AM,Loud Music/Party,BRONX,40.83809004994437,-73.87201957872016,POINT (-73.87201957872016 40.83809004994437)
11/01/2015 12:50:20 AM,Loud Music/Party,BRONX,40.871184506510836,-73.85048199779823,POINT (-73.85048199779823 40.871184506510836)
11/01/2015 12:48:54 AM,Loud Music/Party,BRONX,40.838353718282725,-73.86731731471302,POINT (-73.86731731471302 40.838353718282725)
11/01/2015 03:17:42 AM,Loud Music/Party,BRONX,40.84616793092962,-73.9065394332204,POINT (-73.9065394332204 40.84616793092962)
11/01/2015 12:45:31 AM,Loud Music/Party,BRONX,40.86633589398867,-73.86253967072024,POINT (-73.86253967072024 40.86633589398867)
11/01/2015 12:44:43 AM,Loud Music/Party,BRONX,40.89724176626952,-73.85411650240877,POINT (-73.85411650240877 40.89724176626952)
11/01/2015 12:40:36 AM,Loud Music/Party,BRONX,40.82447733897571,-73.92672794142733,POINT (-73.92672794142733 40.82447733897571)
11/01/2015 12:39:40 AM,Loud Music/Party,BRONX,40.87932647487253,-73.87707879848327,POINT (-73.87707879848327 40.87932647487253)
11/01/2015 12:38:19 AM,Loud Music/Party,BRONX,40.874969943708145,-73.8843657507713,POINT (-73.8843657507713 40.874969943708145)
10/30/2015 12:41:24 AM,Loud Music/Party,BRONX,40.84709971538804,-73.89837312796404,POINT (-73.89837312796404 40.84709971538804)
10/29/2015 07:31:07 PM,Loud Music/Party,BRONX,40.881305776957504,-73.89710576823687,POINT (-73.89710576823687 40.881305776957504)
11/01/2015 03:16:11 AM,Loud Music/Party,BRONX,40.81581685794793,-73.90318970310001,POINT (-73.90318970310001 40.81581685794793)
11/01/2015 12:38:15 AM,Loud Music/Party,BRONX,40.84426903263568,-73.89432946342761,POINT (-73.89432946342761 40.84426903263568)
10/30/2015 12:45:41 AM,Loud Music/Party,BRONX,40.85512909620899,-73.90617258426455,POINT (-73.90617258426455 40.85512909620899)
11/01/2015 12:36:25 AM,Loud Music/Party,BRONX,40.8587476839271,-73.86562454420242,POINT (-73.86562454420242 40.8587476839271)
11/01/2015 12:35:46 AM,Loud Music/Party,BRONX,40.8121515916991,-73.8617592867004,POINT (-73.8617592867004 40.8121515916991)
10/30/2015 12:47:06 AM,Loud Music/Party,BRONX,40.87457776088476,-73.90253644867373,POINT (-73.90253644867373 40.87457776088476)
11/01/2015 12:34:40 AM,Loud Music/Party,BRONX,40.85768827413553,-73.89779300754596,POINT (-73.89779300754596 40.85768827413553)
11/01/2015 12:34:18 AM,Loud Music/Party,BRONX,40.877557160665766,-73.87294526647428,POINT (-73.87294526647428 40.877557160665766)
11/01/2015 03:15:24 AM,Loud Music/Party,BRONX,40.808542862754024,-73.912913853056,POINT (-73.912913853056 40.808542862754024)
11/01/2015 12:33:46 AM,Loud Music/Party,BRONX,40.84699940301224,-73.86482057337778,POINT (-73.86482057337778 40.84699940301224)
10/30/2015 12:57:01 AM,Loud Music/Party,BRONX,40.87529762207831,-73.88542827406741,POINT (-73.88542827406741 40.87529762207831)
11/01/2015 12:28:51 AM,Loud Music/Party,BRONX,40.84118234058007,-73.85277572145469,POINT (-73.85277572145469 40.84118234058007)
11/01/2015 12:23:37 AM,Loud Music/Party,BRONX,40.84770215315538,-73.91348788769126,POINT (-73.91348788769126 40.84770215315538)
10/29/2015 09:34:21 PM,Loud Music/Party,BRONX,40.821519494897075,-73.89286979002962,POINT (-73.89286979002962 40.821519494897075)
11/01/2015 12:19:34 AM,Loud Music/Party,BRONX,40.83051830317724,-73.90406808102152,POINT (-73.90406808102152 40.83051830317724)
10/30/2015 01:05:56 AM,Loud Music/Party,BRONX,40.8841324677473,-73.90305405836386,POINT (-73.90305405836386 40.8841324677473)
10/30/2015 01:11:48 AM,Loud Music/Party,BRONX,40.86929894612855,-73.88950258538416,POINT (-73.88950258538416 40.86929894612855)
10/29/2015 09:35:56 PM,Loud Music/Party,BRONX,40.83441085513839,-73.85691759994683,POINT (-73.85691759994683 40.83441085513839)
11/01/2015 12:17:45 AM,Loud Music/Party,BRONX,40.868417573390104,-73.88358894644256,POINT (-73.88358894644256 40.868417573390104)
11/01/2015 03:14:33 AM,Loud Music/Party,BRONX,40.861686168511184,-73.84919464086465,POINT (-73.84919464086465 40.861686168511184)
11/01/2015 12:16:31 AM,Loud Music/Party,BRONX,40.87019647030407,-73.8661763025753,POINT (-73.8661763025753 40.87019647030407)
11/01/2015 12:16:18 AM,Loud Music/Party,BRONX,40.865048416159624,-73.90282157022888,POINT (-73.90282157022888 40.865048416159624)
11/01/2015 12:12:51 AM,Loud Music/Party,BRONX,40.89707354905281,-73.87195665086867,POINT (-73.87195665086867 40.89707354905281)
11/01/2015 03:11:24 AM,Loud Music/Party,BRONX,40.863010851798755,-73.89847534862979,POINT (-73.89847534862979 40.863010851798755)
