"","region","city","n","lat","long"
"1","AL","Birmingham",2,33.5206824,-86.8024326
"2","AL","Decatur",1,34.6060203,-86.9838165
"3","AL","Dothan",1,31.2237285,-85.3934375
"4","AL","Florence",1,34.79981,-87.677251
"5","AL","Foley",1,30.4065868,-87.6835974
"6","AL","Gadsden",1,34.0128323,-86.0030251
"7","AL","Hoover",1,33.350293,-86.851123
"8","AL","Huntsville",1,34.729847,-86.5859011
"9","AL","Mobile",2,30.6913462,-88.0437509
"10","AL","Montgomery",1,32.37742,-86.3091683
"11","AL","Oxford",1,33.6149211,-85.8339391
"12","AL","Prattville",1,32.4600136,-86.4753174
"13","AL","Sylacauga",1,33.170482,-86.2514099
"14","AL","Tuscaloosa",1,33.2095614,-87.5675258
"15","AK","Anchorage",2,61.2163129,-149.894852
"16","AK","Fairbanks",1,64.837845,-147.716675
"17","AK","Wasilla",1,61.5824216,-149.442563
"18","AZ","Chandler",3,33.3062031,-111.841185
"19","AZ","Flagstaff",1,35.1987522,-111.651822
"20","AZ","Gilbert",3,33.3527632,-111.789037
"21","AZ","Glendale",2,33.5386858,-112.185994
"22","AZ","Goodyear",2,33.4674695,-112.3842224
"23","AZ","Laveen",1,33.3618814,-112.1533861
"24","AZ","Mesa",3,33.4151005,-111.831455
"25","AZ","Peoria",2,33.5806115,-112.237294
"26","AZ","Phoenix",9,33.4484367,-112.074141
"27","AZ","Prescott",1,34.539984,-112.468812
"28","AZ","Scottsdale",2,33.4942189,-111.926018
"29","AZ","Surprise",1,33.629247,-112.3681428
"30","AZ","Tempe",2,33.4255117,-111.940016
"31","AZ","Tucson",8,32.2228765,-110.974847
"32","AZ","Yuma",1,32.723268,-114.6179954
"33","AR","Conway",1,35.0891932,-92.4398402
"34","AR","Fayetteville",1,36.0625843,-94.1574328
"35","AR","Jonesboro",1,35.8348088,-90.7045297
"36","AR","Rogers",1,36.334857,-94.1193816
"37","CA","Anaheim",2,33.8347516,-117.911732
"38","CA","Bakersfield",2,35.3738712,-119.019463
"39","CA","Banning",1,33.9255685,-116.875289
"40","CA","Brentwood",1,37.9317766,-121.696026
"41","CA","Burbank",1,34.1812089,-118.307201
"42","CA","Camarillo",1,34.2176371,-119.0383541
"43","CA","Campbell",1,37.2870626,-121.944881
"44","CA","Capitola",1,36.9762927,-121.954057
"45","CA","Carlsbad",1,33.1580933,-117.3505966
"46","CA","Chatsworth",1,34.2572499,-118.6017022
"47","CA","Chico",1,39.7284945,-121.8374777
"48","CA","Chino",1,34.0133561,-117.690075
"49","CA","Clovis",1,36.8252277,-119.7029194
"50","CA","Concord",2,37.9768525,-122.0335624
"51","CA","Corona",2,33.8752945,-117.566444
"52","CA","Covina",1,34.0877926,-117.8891164
"53","CA","Cupertino",1,37.3228934,-122.0322895
"54","CA","Davis",1,38.5435526,-121.739005
"55","CA","Downey",2,33.9404441,-118.1292846
"56","CA","Duarte",1,34.1394513,-117.9772873
"57","CA","Dublin",1,37.7021521,-121.9357918
"58","CA","Encinitas",1,33.0369867,-117.2919818
"59","CA","Escondido",2,33.1216751,-117.0814849
"60","CA","Eureka",1,40.8018746,-124.1707558
"61","CA","Fairoaks",1,37.3947044,-122.014929
"62","CA","Fairfield",1,38.2493581,-122.039966
"63","CA","Folsom",1,38.6779591,-121.176058
"64","CA","Fontana",1,34.0922947,-117.43433
"65","CA","Fremont",1,37.5482697,-121.988571
"66","CA","Fresno",4,36.7394421,-119.78483
"67","CA","Fullerton",2,33.8708215,-117.929416
"68","CA","Gilroy",1,37.0065078,-121.5631723
"69","CA","Glendale",1,34.1469416,-118.2478471
"70","CA","Hanford",1,36.3277959,-119.6461565
"71","CA","Hawthorne",1,33.9128272,-118.3426122
"72","CA","Hayward",1,37.6688205,-122.080796
"73","CA","Hemet",2,33.7475203,-116.9719684
"74","CA","Hesperia",1,34.4263886,-117.3008784
"75","CA","Hollister",1,36.8524545,-121.4016021
"76","CA","Indio",1,33.7192808,-116.2188054
"77","CA","Irvine",1,33.6856969,-117.825981
"78","CA","Lakewood",1,33.8503463,-118.117191
"79","CA","Lancaster",2,34.6981064,-118.1366153
"80","CA","Lomita",1,33.8036545,-118.3195014
"81","CA","Madera",1,36.9622745,-120.0594685
"82","CA","Manteca",1,37.7986184,-121.2117148
"83","CA","Merced",1,37.3029568,-120.4843269
"84","CA","Modesto",2,37.6393419,-120.9968892
"85","CA","Montclair",1,34.0775104,-117.6897776
"86","CA","Monterey",1,36.600256,-121.8946388
"87","CA","Mountainview",1,50.731354,-113.9861443
"88","CA","Murrieta",2,33.560832,-117.210656
"89","CA","Napa",1,38.2971367,-122.2855293
"90","CA","Newhall",1,34.3798765,-118.5291917
"91","CA","Novato",1,38.1061979,-122.5681191
"92","CA","Ontario",1,34.065846,-117.64843
"93","CA","Oceanside",1,33.1958696,-117.379483
"94","CA","Orange",1,33.7872568,-117.850308
"95","CA","Oxnard",1,34.1976308,-119.180381
"96","CA","Palmdale",1,34.5793131,-118.11711
"97","CA","Pasadena",1,34.1476507,-118.144155
"98","CA","Petaluma",1,38.2325829,-122.636465
"99","CA","Placerville",1,38.7296252,-120.798546
"100","CA","Pleasanton",1,37.6624312,-121.8746789
"101","CA","Poway",1,32.9628234,-117.035864
"102","CA","Redding",1,40.5863563,-122.391675
"103","CA","Redlands",2,34.0550328,-117.1827445
"104","CA","Richmond",1,37.9357576,-122.347748
"105","CA","Riverside",3,33.9824949,-117.374238
"106","CA","Rocklin",1,38.7907339,-121.2357828
"107","CA","Roseville",1,38.7521235,-121.2880059
"108","CA","Sacramento",4,38.5810606,-121.493895
"109","CA","Salinas",1,36.6744117,-121.655037
"110","CA","Sandiego",5,32.7174202,-117.162772
"111","CA","Stockton",2,37.9577016,-121.290779
"112","CA","Tarzana",1,34.1689262,-118.5365791
"113","CA","Temecula",1,33.4946353,-117.147366
"114","CA","Torrance",2,33.8371392,-118.3413606
"115","CA","Tracy",1,37.7385507,-121.420139
"116","CA","Turlock",1,37.4946568,-120.8465941
"117","CA","Tustin",2,33.7458511,-117.826166
"118","CA","Upland",1,34.09751,-117.6483876
"119","CA","Visalia",1,36.3302284,-119.292058
"120","CA","Vacaville",2,38.3565773,-121.9877444
"121","CA","Ventura",1,34.2783355,-119.293174
"122","CA","Victorville",1,34.5361067,-117.2911565
"123","CA","Westminster",1,33.7578725,-117.9859054
"124","CA","Whittier",1,33.9749136,-118.0338664
"125","CO","Arvada",1,39.8005505,-105.0811573
"126","CO","Aurora",2,39.7405111,-104.830994
"127","CO","Boulder",1,40.0149856,-105.270545
"128","CO","Castlerock",1,55.16482,-6.7884142
"129","CO","Denver",3,39.7392364,-104.984862
"130","CO","Durango",1,37.2769484,-107.8766
"131","CO","Englewood",2,39.6482059,-104.9879641
"132","CO","Greeley",1,40.4233142,-104.7091322
"133","CO","Lakewood",2,39.7085736,-105.0846694
"134","CO","Littleton",1,39.613321,-105.016649
"135","CO","Lonetree",1,37.1680604,-107.1728204
"136","CO","Longmont",1,40.1672117,-105.101928
"137","CO","Loveland",1,40.3977612,-105.07498
"138","CO","Northglenn",1,39.9100858,-104.987552
"139","CO","Pueblo",2,38.263995,-104.6141867
"140","CO","Thornton",1,39.8695516,-104.985181
"141","CO","Westminster",4,39.8366528,-105.0372046
"142","CT","Ansonia",1,41.3434295,-73.0441144
"143","CT","Bristol",1,41.6735209,-72.9464859
"144","CT","Danbury",1,41.394817,-73.4540111
"145","CT","Enfield",1,41.9767721,-72.5917113
"146","CT","Hamden",1,41.3836233,-72.9020069
"147","CT","Killingly",1,41.8260997,-71.8764346
"148","CT","Lisbon",1,41.5866851,-72.0207809
"149","CT","Manchester",1,41.7834017,-72.5231973
"150","CT","Middletown",1,41.5623178,-72.6509061
"151","CT","Milford",1,41.2222218,-73.0570603
"152","CT","Newington",1,41.6978777,-72.7237063
"153","CT","Norwalk",1,41.1175966,-73.4078968
"154","CT","Plainville",1,41.6711395,-72.8672429
"155","CT","Stamford",1,41.0534302,-73.5387341
"156","CT","Torrington",1,41.8006523,-73.1212214
"157","CT","Waterbury",1,41.5538091,-73.0438362
"158","CT","Waterford",1,41.343025,-72.1290542
"159","DE","Bear",1,39.6292788,-75.6582628
"160","DE","Christiana",1,39.6651122,-75.6599297
"161","DE","Dover",1,39.158168,-75.5243682
"162","DE","Newark",2,39.6828358,-75.7515682
"163","DE","Wilmington",1,39.7459468,-75.546589
"164","FL","Apopka",1,28.6732806,-81.5116471
"165","FL","Bradenton",1,27.4989278,-82.5748194
"166","FL","Brandon",1,27.937801,-82.2859247
"167","FL","Casselberry",1,28.6714702,-81.3382005
"168","FL","Clearwater",1,27.9658533,-82.8001026
"169","FL","Clermont",1,28.5551912,-81.7669488
"170","FL","Deland",1,29.0281051,-81.3034183
"171","FL","Estero",1,26.4381474,-81.8067537
"172","FL","Gainesville",1,29.6519684,-82.3249846
"173","FL","Hialeah",1,25.822168,-80.2777409
"174","FL","Hollywood",2,26.0112014,-80.1494901
"175","FL","Jacksonville",7,30.3321838,-81.655651
"176","FL","Kissimmee",2,28.2918995,-81.4075838
"177","FL","Lakeland",2,28.0394654,-81.9498042
"178","FL","Leesburg",1,28.810823,-81.8778582
"179","FL","Miami",7,25.7741728,-80.19362
"180","FL","Naples",2,26.1421976,-81.7942944
"181","FL","Niceville",1,30.5168639,-86.482172
"182","FL","Ocala",2,29.1871986,-82.1400923
"183","FL","Orlando",6,28.5421109,-81.3790304
"184","FL","Oviedo",1,28.6702526,-81.2084941
"185","FL","Palatka",1,29.6487882,-81.6372111
"186","FL","Pensacola",3,30.421309,-87.2169149
"187","FL","Plantation",1,26.1275862,-80.2331036
"188","FL","Sarasota",1,27.3365805,-82.5308545
"189","FL","Sunrise",1,26.1666888,-80.2787573
"190","FL","Tallahassee",2,30.4380832,-84.2809332
"191","FL","Tamarac",1,26.2128609,-80.2497707
"192","FL","Tampa",4,27.9477595,-82.458444
"193","FL","Titusville",1,28.6126236,-80.8079545
"194","FL","Venice",1,27.0998315,-82.4442832
"195","FL","Wellington",1,26.6549551,-80.2375279
"196","FL","Yulee",1,30.6319034,-81.6064866
"197","GA","Albany",1,31.5782062,-84.1556809
"198","GA","Alpharetta",1,34.0755962,-84.2945964
"199","GA","Athens",1,33.9597677,-83.376398
"200","GA","Atlanta",4,33.7544657,-84.3898151
"201","GA","Augusta",1,33.4709714,-81.9748429
"202","GA","Brunswick",1,31.1499528,-81.4914894
"203","GA","Buford",1,34.1206564,-84.0043513
"204","GA","Columbus",2,32.4610708,-84.9880449
"205","GA","Cumming",1,34.2073196,-84.1401926
"206","GA","Dalton",1,34.7691867,-84.9702475
"207","GA","Douglasville",1,33.7514966,-84.7477136
"208","GA","Duluth",1,34.0028569,-84.1441046
"209","GA","Eastpoint",1,1.3395267,103.9511869
"210","GA","Fayetteville",1,33.4487257,-84.4549262
"211","GA","Kennesaw",2,34.0234337,-84.6154897
"212","GA","Lithonia",1,33.7123305,-84.1051939
"213","GA","Macon",1,32.8406946,-83.6324022
"214","GA","Marietta",2,33.9528472,-84.5496148
"215","GA","Morrow",1,33.5831662,-84.3393683
"216","GA","Newnan",1,33.3806716,-84.7996573
"217","GA","Rome",1,34.257038,-85.1646726
"218","GA","Roswell",1,34.02332,-84.360022
"219","GA","Savannah",2,32.0790074,-81.0921335
"220","GA","Statesboro",1,32.4490141,-81.7832912
"221","GA","Suwanee",1,34.0514898,-84.0712997
"222","GA","Valdosta",1,30.8327022,-83.2784851
"223","GA","Waycross",1,31.2135511,-82.3540178
"224","HI","Aiea",1,21.3822222,-157.9336111
"225","HI","Honolulu",1,21.304547,-157.855676
"226","HI","Kahului",1,20.8894101,-156.4727118
"227","HI","Kapolei",1,21.3340079,-158.077849
"228","ID","Boise",3,43.6166163,-116.200886
"229","ID","Lewiston",1,46.4195913,-117.0216144
"230","ID","Moscow",1,46.7323875,-117.000165
"231","ID","Nampa",1,43.5737361,-116.559631
"232","IL","Algonquin",1,42.1655801,-88.2942493
"233","IL","Batavia",1,41.8500284,-88.3125738
"234","IL","Berwyn",1,41.8505874,-87.7936685
"235","IL","Bloomingdale",1,41.9575285,-88.0809036
"236","IL","Bloomington",1,40.4797828,-88.9939147
"237","IL","Bourbonnais",1,41.1639309,-87.8839693
"238","IL","Carbondale",1,37.7274692,-89.216655
"239","IL","Champaign",1,40.1164841,-88.2430932
"240","IL","Chicago",6,41.8755616,-87.6244212
"241","IL","Crestwood",1,41.6611444,-87.7525511
"242","IL","Dekalb",1,41.9298644,-88.7501925
"243","IL","Elgin",1,42.03726,-88.2810994
"244","IL","Forsyth",1,39.9325368,-88.9511912
"245","IL","Gurnee",1,42.3702996,-87.9020186
"246","IL","Joliet",1,41.5263603,-88.0840212
"247","IL","Kildeer",1,42.1705807,-88.0478532
"248","IL","Lombard",1,41.8864687,-88.0201536
"249","IL","Mchenry",1,42.3431427,-88.2674875
"250","IL","Mokena",1,41.5261437,-87.8892189
"251","IL","Naperville",1,41.7728699,-88.1479278
